date_day,icd10_code_U07_1,icd10_code_U07_1_group_age_1,icd10_code_U07_1_group_age_2,icd10_code_U07_1_group_age_3,icd10_code_U07_1_group_age_4,icd10_code_U07_1_group_age_5
2021-07-15,NA,NA,NA,NA,NA,NA
2021-07-16,NA,NA,NA,NA,NA,NA
2021-07-17,NA,NA,NA,NA,NA,NA
2021-07-18,NA,NA,NA,NA,NA,NA
2021-07-19,NA,NA,NA,NA,NA,NA
2021-07-20,NA,NA,NA,NA,NA,NA
2021-07-21,NA,NA,NA,NA,NA,NA
2021-07-22,NA,NA,NA,NA,NA,NA
2021-07-23,NA,NA,NA,NA,NA,NA
2021-07-24,NA,NA,NA,NA,NA,NA
2021-07-25,NA,NA,NA,NA,NA,NA
2021-07-26,NA,NA,NA,NA,NA,NA
2021-07-27,NA,NA,NA,NA,NA,NA
2021-07-28,NA,NA,NA,NA,NA,NA
2021-07-29,NA,NA,NA,NA,NA,NA
2021-07-30,NA,NA,NA,NA,NA,NA
2021-07-31,NA,NA,NA,NA,NA,NA
2021-08-01,NA,NA,NA,NA,NA,NA
2021-08-02,NA,NA,NA,NA,NA,NA
2021-08-03,NA,NA,NA,NA,NA,NA
2021-08-04,NA,NA,NA,NA,NA,NA
2021-08-05,NA,NA,NA,NA,NA,NA
2021-08-06,NA,NA,NA,NA,NA,NA
2021-08-07,NA,NA,NA,NA,NA,NA
2021-08-08,NA,NA,NA,NA,NA,NA
2021-08-09,NA,NA,NA,NA,NA,NA
2021-08-10,NA,NA,NA,NA,NA,NA
2021-08-11,NA,NA,NA,NA,NA,NA
2021-08-12,5,NA,NA,NA,5,NA
2021-08-13,6,NA,NA,NA,NA,NA
2021-08-14,5,NA,NA,NA,NA,NA
2021-08-15,6,NA,NA,NA,NA,NA
2021-08-16,5,NA,NA,NA,NA,NA
2021-08-17,10,NA,NA,NA,NA,NA
2021-08-18,NA,NA,NA,NA,NA,NA
2021-08-19,12,NA,NA,NA,8,NA
2021-08-20,NA,NA,NA,NA,NA,NA
2021-08-21,NA,NA,NA,NA,NA,NA
2021-08-22,7,NA,NA,NA,6,NA
2021-08-23,6,NA,NA,NA,NA,NA
2021-08-24,6,NA,NA,NA,5,NA
2021-08-25,NA,NA,NA,NA,NA,NA
2021-08-26,6,NA,NA,NA,NA,NA
2021-08-27,6,NA,NA,NA,6,NA
2021-08-28,NA,NA,NA,NA,NA,NA
2021-08-29,5,NA,NA,NA,NA,NA
2021-08-30,8,NA,NA,NA,NA,NA
2021-08-31,5,NA,NA,NA,NA,NA
2021-09-01,NA,NA,NA,NA,NA,NA
2021-09-02,6,NA,NA,NA,NA,NA
2021-09-03,NA,NA,NA,NA,NA,NA
2021-09-04,8,NA,NA,NA,6,NA
2021-09-05,NA,NA,NA,NA,NA,NA
2021-09-06,8,NA,NA,NA,NA,NA
2021-09-07,7,NA,NA,NA,5,NA
2021-09-08,6,NA,NA,NA,NA,NA
2021-09-09,NA,NA,NA,NA,NA,NA
2021-09-10,NA,NA,NA,NA,NA,NA
2021-09-11,NA,NA,NA,NA,NA,NA
2021-09-12,NA,NA,NA,NA,NA,NA
2021-09-13,5,NA,NA,NA,NA,NA
2021-09-14,5,NA,NA,NA,NA,NA
2021-09-15,NA,NA,NA,NA,NA,NA
2021-09-16,NA,NA,NA,NA,NA,NA
2021-09-17,6,NA,NA,NA,NA,NA
2021-09-18,NA,NA,NA,NA,NA,NA
2021-09-19,NA,NA,NA,NA,NA,NA
2021-09-20,NA,NA,NA,NA,NA,NA
2021-09-21,6,NA,NA,NA,NA,NA
2021-09-22,5,NA,NA,NA,NA,NA
2021-09-23,NA,NA,NA,NA,NA,NA
2021-09-24,NA,NA,NA,NA,NA,NA
2021-09-25,NA,NA,NA,NA,NA,NA
2021-09-26,NA,NA,NA,NA,NA,NA
2021-09-27,NA,NA,NA,NA,NA,NA
2021-09-28,NA,NA,NA,NA,NA,NA
2021-09-29,NA,NA,NA,NA,NA,NA
2021-09-30,5,NA,NA,NA,NA,NA
2021-10-01,NA,NA,NA,NA,NA,NA
2021-10-02,NA,NA,NA,NA,NA,NA
2021-10-03,NA,NA,NA,NA,NA,NA
2021-10-04,NA,NA,NA,NA,NA,NA
2021-10-05,NA,NA,NA,NA,NA,NA
2021-10-06,5,NA,NA,NA,NA,NA
2021-10-07,NA,NA,NA,NA,NA,NA
2021-10-08,NA,NA,NA,NA,NA,NA
2021-10-09,NA,NA,NA,NA,NA,NA
2021-10-10,NA,NA,NA,NA,NA,NA
2021-10-11,NA,NA,NA,NA,NA,NA
2021-10-12,NA,NA,NA,NA,NA,NA
2021-10-13,NA,NA,NA,NA,NA,NA
2021-10-14,NA,NA,NA,NA,NA,NA
2021-10-15,NA,NA,NA,NA,NA,NA
2021-10-16,NA,NA,NA,NA,NA,NA
2021-10-17,NA,NA,NA,NA,NA,NA
2021-10-18,NA,NA,NA,NA,NA,NA
2021-10-19,NA,NA,NA,NA,NA,NA
2021-10-20,NA,NA,NA,NA,NA,NA
2021-10-21,NA,NA,NA,NA,NA,NA
2021-10-22,NA,NA,NA,NA,NA,NA
2021-10-23,NA,NA,NA,NA,NA,NA
2021-10-24,NA,NA,NA,NA,NA,NA
2021-10-25,NA,NA,NA,NA,NA,NA
2021-10-26,NA,NA,NA,NA,NA,NA
2021-10-27,NA,NA,NA,NA,NA,NA
2021-10-28,NA,NA,NA,NA,NA,NA
2021-10-29,NA,NA,NA,NA,NA,NA
2021-10-30,NA,NA,NA,NA,NA,NA
2021-10-31,NA,NA,NA,NA,NA,NA
2021-11-01,NA,NA,NA,NA,NA,NA
2021-11-02,NA,NA,NA,NA,NA,NA
2021-11-03,NA,NA,NA,NA,NA,NA
2021-11-04,5,NA,NA,NA,NA,NA
2021-11-05,5,NA,NA,NA,NA,NA
2021-11-06,5,NA,NA,NA,NA,NA
2021-11-07,NA,NA,NA,NA,NA,NA
2021-11-08,NA,NA,NA,NA,NA,NA
2021-11-09,NA,NA,NA,NA,NA,NA
2021-11-10,5,NA,NA,NA,NA,NA
2021-11-11,NA,NA,NA,NA,NA,NA
2021-11-12,NA,NA,NA,NA,NA,NA
2021-11-13,NA,NA,NA,NA,NA,NA
2021-11-14,NA,NA,NA,NA,NA,NA
2021-11-15,5,NA,NA,NA,NA,NA
2021-11-16,6,NA,NA,NA,NA,NA
2021-11-17,6,NA,NA,NA,NA,NA
2021-11-18,7,NA,NA,NA,NA,6
2021-11-19,NA,NA,NA,NA,NA,NA
2021-11-20,NA,NA,NA,NA,NA,NA
2021-11-21,7,NA,NA,NA,NA,NA
2021-11-22,8,NA,NA,NA,NA,NA
2021-11-23,NA,NA,NA,NA,NA,NA
2021-11-24,6,NA,NA,NA,NA,NA
2021-11-25,7,NA,NA,NA,NA,NA
2021-11-26,7,NA,NA,NA,NA,NA
2021-11-27,NA,NA,NA,NA,NA,NA
2021-11-28,9,NA,NA,NA,NA,NA
2021-11-29,6,NA,NA,NA,NA,NA
2021-11-30,11,NA,NA,NA,7,NA
2021-12-01,5,NA,NA,NA,NA,NA
2021-12-02,9,NA,NA,NA,NA,5
2021-12-03,9,NA,NA,NA,NA,6
2021-12-04,7,NA,NA,NA,NA,NA
2021-12-05,9,NA,NA,NA,5,NA
2021-12-06,15,NA,NA,NA,8,6
2021-12-07,13,NA,NA,NA,NA,9
2021-12-08,10,NA,NA,NA,NA,6
2021-12-09,13,NA,NA,NA,6,5
2021-12-10,11,NA,NA,NA,6,5
2021-12-11,8,NA,NA,NA,NA,7
2021-12-12,12,NA,NA,NA,5,5
2021-12-13,7,NA,NA,NA,NA,NA
2021-12-14,NA,NA,NA,NA,NA,NA
2021-12-15,9,NA,NA,NA,6,NA
2021-12-16,8,NA,NA,NA,NA,6
2021-12-17,6,NA,NA,NA,NA,NA
2021-12-18,7,NA,NA,NA,NA,NA
2021-12-19,12,NA,NA,NA,NA,5
2021-12-20,9,NA,NA,NA,NA,7
2021-12-21,13,NA,NA,NA,8,NA
2021-12-22,5,NA,NA,NA,NA,NA
2021-12-23,9,NA,NA,NA,NA,6
2021-12-24,NA,NA,NA,NA,NA,NA
2021-12-25,NA,NA,NA,NA,NA,NA
2021-12-26,6,NA,NA,NA,NA,NA
2021-12-27,5,NA,NA,NA,NA,NA
2021-12-28,7,NA,NA,NA,NA,NA
2021-12-29,10,NA,NA,NA,NA,8
2021-12-30,8,NA,NA,NA,NA,NA
2021-12-31,6,NA,NA,NA,NA,NA
2022-01-01,5,NA,NA,NA,NA,NA
2022-01-02,11,NA,NA,NA,NA,5
2022-01-03,8,NA,NA,NA,NA,6
2022-01-04,8,NA,NA,NA,NA,6
2022-01-05,13,NA,NA,NA,8,NA
2022-01-06,6,NA,NA,NA,NA,NA
2022-01-07,9,NA,NA,NA,NA,7
2022-01-08,NA,NA,NA,NA,NA,NA
2022-01-09,5,NA,NA,NA,NA,NA
2022-01-10,9,NA,NA,NA,6,NA
2022-01-11,10,NA,NA,NA,5,NA
2022-01-12,15,NA,NA,NA,9,NA
2022-01-13,9,NA,NA,NA,NA,NA
2022-01-14,10,NA,NA,NA,NA,NA
2022-01-15,7,NA,NA,NA,NA,NA
2022-01-16,7,NA,NA,NA,NA,NA
2022-01-17,13,NA,NA,NA,NA,6
2022-01-18,14,NA,NA,NA,6,5
2022-01-19,17,NA,NA,NA,8,5
2022-01-20,10,NA,NA,NA,NA,NA
2022-01-21,21,NA,NA,NA,7,8
2022-01-22,8,NA,NA,NA,NA,NA
2022-01-23,13,5,NA,NA,NA,NA
2022-01-24,12,NA,NA,NA,7,NA
2022-01-25,16,NA,NA,NA,6,7
2022-01-26,19,6,NA,NA,8,NA
2022-01-27,11,NA,NA,NA,NA,8
2022-01-28,13,NA,NA,NA,NA,5
2022-01-29,11,NA,NA,NA,NA,NA
2022-01-30,15,NA,NA,NA,7,6
2022-01-31,30,NA,NA,NA,11,12
2022-02-01,13,NA,NA,NA,5,NA
2022-02-02,15,NA,NA,NA,8,6
2022-02-03,24,5,NA,NA,7,11
2022-02-04,21,5,NA,NA,NA,11
2022-02-05,14,5,NA,NA,5,NA
2022-02-06,18,NA,NA,NA,NA,7
2022-02-07,23,NA,NA,NA,9,7
2022-02-08,18,NA,NA,NA,NA,14
2022-02-09,26,NA,NA,NA,7,11
2022-02-10,20,5,NA,NA,10,NA
2022-02-11,16,NA,NA,NA,7,8
2022-02-12,16,NA,NA,NA,5,7
2022-02-13,11,NA,NA,NA,NA,NA
2022-02-14,18,NA,NA,NA,6,10
2022-02-15,19,NA,NA,NA,9,8
2022-02-16,21,NA,NA,NA,7,8
2022-02-17,20,NA,NA,NA,6,10
2022-02-18,13,NA,NA,NA,6,5
2022-02-19,NA,NA,NA,NA,NA,NA
2022-02-20,14,NA,NA,NA,NA,NA
2022-02-21,24,NA,NA,NA,7,12
2022-02-22,22,NA,NA,NA,10,11
2022-02-23,18,NA,NA,NA,6,7
2022-02-24,14,NA,NA,NA,NA,8
2022-02-25,23,NA,NA,NA,7,12
2022-02-26,9,NA,NA,NA,NA,5
2022-02-27,13,NA,NA,NA,NA,NA
2022-02-28,21,NA,NA,NA,6,10
2022-03-01,18,NA,NA,NA,NA,12
2022-03-02,16,NA,NA,NA,5,5
2022-03-03,16,NA,NA,NA,NA,9
2022-03-04,14,NA,NA,NA,NA,9
2022-03-05,12,NA,NA,NA,NA,6
2022-03-06,11,NA,NA,NA,NA,6
2022-03-07,22,NA,NA,NA,NA,14
2022-03-08,23,NA,NA,NA,6,13
2022-03-09,15,NA,NA,NA,8,6
2022-03-10,18,NA,NA,NA,8,8
2022-03-11,18,NA,NA,NA,NA,6
2022-03-12,18,NA,NA,NA,NA,11
2022-03-13,16,NA,NA,NA,5,7
2022-03-14,19,NA,NA,NA,6,10
2022-03-15,25,6,NA,NA,NA,14
2022-03-16,23,NA,NA,NA,7,10
2022-03-17,29,NA,NA,NA,7,18
2022-03-18,20,NA,NA,NA,7,9
2022-03-19,19,NA,NA,NA,NA,7
2022-03-20,17,NA,NA,NA,NA,10
2022-03-21,22,NA,NA,NA,6,10
2022-03-22,20,NA,NA,NA,NA,12
2022-03-23,27,NA,NA,NA,13,12
2022-03-24,19,NA,NA,NA,NA,15
2022-03-25,14,NA,NA,NA,NA,11
2022-03-26,18,NA,NA,NA,7,8
2022-03-27,10,NA,NA,NA,NA,6
2022-03-28,20,NA,NA,NA,5,13
2022-03-29,17,NA,NA,NA,NA,10
2022-03-30,17,NA,NA,NA,6,9
2022-03-31,12,NA,NA,NA,NA,8
2022-04-01,16,NA,NA,NA,NA,10
2022-04-02,7,NA,NA,NA,NA,NA
2022-04-03,10,NA,NA,NA,NA,10
2022-04-04,10,NA,NA,NA,NA,7
2022-04-05,15,NA,NA,NA,NA,8
2022-04-06,10,NA,NA,NA,NA,7
2022-04-07,6,NA,NA,NA,NA,NA
2022-04-08,8,NA,NA,NA,NA,6
2022-04-09,6,NA,NA,NA,NA,5
2022-04-10,7,NA,NA,NA,NA,NA
2022-04-11,8,NA,NA,NA,NA,5
2022-04-12,11,NA,NA,NA,NA,6
2022-04-13,8,NA,NA,NA,NA,7
2022-04-14,5,NA,NA,NA,NA,5
2022-04-15,6,NA,NA,NA,NA,5
2022-04-16,NA,NA,NA,NA,NA,NA
2022-04-17,NA,NA,NA,NA,NA,NA
2022-04-18,5,NA,NA,NA,NA,NA
2022-04-19,5,NA,NA,NA,NA,NA
2022-04-20,7,NA,NA,NA,NA,5
2022-04-21,NA,NA,NA,NA,NA,NA
2022-04-22,NA,NA,NA,NA,NA,NA
2022-04-23,NA,NA,NA,NA,NA,NA
2022-04-24,NA,NA,NA,NA,NA,NA
2022-04-25,10,NA,NA,NA,NA,6
2022-04-26,NA,NA,NA,NA,NA,NA
2022-04-27,NA,NA,NA,NA,NA,NA
2022-04-28,NA,NA,NA,NA,NA,NA
2022-04-29,NA,NA,NA,NA,NA,NA
2022-04-30,NA,NA,NA,NA,NA,NA
2022-05-01,NA,NA,NA,NA,NA,NA
2022-05-02,7,NA,NA,NA,NA,NA
2022-05-03,5,NA,NA,NA,NA,NA
2022-05-04,NA,NA,NA,NA,NA,NA
2022-05-05,NA,NA,NA,NA,NA,NA
2022-05-06,5,NA,NA,NA,NA,NA
2022-05-07,NA,NA,NA,NA,NA,NA
2022-05-08,NA,NA,NA,NA,NA,NA
2022-05-09,5,NA,NA,NA,NA,NA
2022-05-10,NA,NA,NA,NA,NA,NA
2022-05-11,NA,NA,NA,NA,NA,NA
2022-05-12,NA,NA,NA,NA,NA,NA
2022-05-13,5,NA,NA,NA,NA,NA
2022-05-14,NA,NA,NA,NA,NA,NA
2022-05-15,NA,NA,NA,NA,NA,NA
2022-05-16,NA,NA,NA,NA,NA,NA
2022-05-17,NA,NA,NA,NA,NA,NA
2022-05-18,NA,NA,NA,NA,NA,NA
2022-05-19,7,NA,NA,NA,NA,5
2022-05-20,5,NA,NA,NA,NA,5
2022-05-21,NA,NA,NA,NA,NA,NA
2022-05-22,NA,NA,NA,NA,NA,NA
2022-05-23,NA,NA,NA,NA,NA,NA
2022-05-24,NA,NA,NA,NA,NA,NA
2022-05-25,NA,NA,NA,NA,NA,NA
2022-05-26,NA,NA,NA,NA,NA,NA
2022-05-27,NA,NA,NA,NA,NA,NA
2022-05-28,NA,NA,NA,NA,NA,NA
2022-05-29,NA,NA,NA,NA,NA,NA
2022-05-30,NA,NA,NA,NA,NA,NA
2022-05-31,6,NA,NA,NA,NA,NA
2022-06-01,NA,NA,NA,NA,NA,NA
2022-06-02,NA,NA,NA,NA,NA,NA
2022-06-03,NA,NA,NA,NA,NA,NA
2022-06-04,NA,NA,NA,NA,NA,NA
2022-06-05,NA,NA,NA,NA,NA,NA
2022-06-06,NA,NA,NA,NA,NA,NA
2022-06-07,NA,NA,NA,NA,NA,NA
2022-06-08,NA,NA,NA,NA,NA,NA
2022-06-09,6,NA,NA,NA,NA,NA
2022-06-10,NA,NA,NA,NA,NA,NA
2022-06-11,6,NA,NA,NA,NA,NA
2022-06-12,5,NA,NA,NA,NA,5
2022-06-13,6,NA,NA,NA,NA,NA
2022-06-14,NA,NA,NA,NA,NA,NA
2022-06-15,NA,NA,NA,NA,NA,NA
2022-06-16,6,NA,NA,NA,NA,NA
2022-06-17,7,NA,NA,NA,NA,5
2022-06-18,5,NA,NA,NA,NA,NA
2022-06-19,5,NA,NA,NA,NA,NA
2022-06-20,12,NA,NA,NA,NA,9
2022-06-21,NA,NA,NA,NA,NA,NA
2022-06-22,5,NA,NA,NA,NA,NA
2022-06-23,NA,NA,NA,NA,NA,NA
2022-06-24,6,NA,NA,NA,NA,6
2022-06-25,NA,NA,NA,NA,NA,NA
2022-06-26,NA,NA,NA,NA,NA,NA
2022-06-27,6,NA,NA,NA,NA,NA
2022-06-28,NA,NA,NA,NA,NA,NA
2022-06-29,11,NA,NA,NA,NA,7
2022-06-30,12,NA,NA,NA,NA,7
2022-07-01,14,NA,NA,NA,NA,11
2022-07-02,NA,NA,NA,NA,NA,NA
2022-07-03,NA,NA,NA,NA,NA,NA
2022-07-04,11,NA,NA,NA,NA,8
2022-07-05,12,NA,NA,NA,NA,9
2022-07-06,12,NA,NA,NA,NA,10
2022-07-07,5,NA,NA,NA,NA,5
2022-07-08,11,NA,NA,NA,NA,9
2022-07-09,12,NA,NA,NA,NA,11
2022-07-10,5,NA,NA,NA,NA,5
2022-07-11,7,NA,NA,NA,NA,NA
2022-07-12,15,NA,NA,NA,NA,11
2022-07-13,14,NA,NA,NA,NA,9
2022-07-14,9,NA,NA,NA,NA,8
2022-07-15,13,NA,NA,NA,NA,10
2022-07-16,8,NA,NA,NA,NA,5
2022-07-17,11,NA,NA,NA,NA,7
2022-07-18,19,NA,NA,NA,NA,13
2022-07-19,10,NA,NA,NA,NA,7
2022-07-20,7,NA,NA,NA,NA,NA
2022-07-21,15,NA,NA,NA,NA,14
2022-07-22,10,NA,NA,NA,NA,6
2022-07-23,14,NA,NA,NA,NA,9
2022-07-24,NA,NA,NA,NA,NA,NA
2022-07-25,12,NA,NA,NA,6,5
2022-07-26,10,NA,NA,NA,NA,8
2022-07-27,NA,NA,NA,NA,NA,NA
2022-07-28,9,NA,NA,NA,NA,6
2022-07-29,5,NA,NA,NA,NA,NA
2022-07-30,NA,NA,NA,NA,NA,NA
2022-07-31,6,NA,NA,NA,NA,NA
2022-08-01,5,NA,NA,NA,NA,NA
2022-08-02,6,NA,NA,NA,NA,NA
2022-08-03,6,NA,NA,NA,NA,5
2022-08-04,8,NA,NA,NA,NA,6
2022-08-05,6,NA,NA,NA,NA,5
2022-08-06,5,NA,NA,NA,NA,NA
2022-08-07,NA,NA,NA,NA,NA,NA
2022-08-08,8,NA,NA,NA,NA,7
2022-08-09,9,NA,NA,NA,NA,7
2022-08-10,NA,NA,NA,NA,NA,NA
2022-08-11,5,NA,NA,NA,NA,5
2022-08-12,NA,NA,NA,NA,NA,NA
2022-08-13,6,NA,NA,NA,NA,NA
2022-08-14,NA,NA,NA,NA,NA,NA
2022-08-15,10,NA,NA,NA,NA,6
2022-08-16,6,NA,NA,NA,NA,NA
2022-08-17,5,NA,NA,NA,NA,NA
2022-08-18,NA,NA,NA,NA,NA,NA
2022-08-19,8,NA,NA,NA,NA,NA
2022-08-20,6,NA,NA,NA,NA,NA
2022-08-21,NA,NA,NA,NA,NA,NA
2022-08-22,NA,NA,NA,NA,NA,NA
2022-08-23,9,NA,NA,NA,NA,5
2022-08-24,5,NA,NA,NA,NA,NA
2022-08-25,5,NA,NA,NA,NA,NA
2022-08-26,10,NA,NA,NA,NA,8
2022-08-27,NA,NA,NA,NA,NA,NA
2022-08-28,NA,NA,NA,NA,NA,NA
2022-08-29,8,NA,NA,NA,NA,5
2022-08-30,9,NA,NA,NA,5,NA
2022-08-31,NA,NA,NA,NA,NA,NA
2022-09-01,NA,NA,NA,NA,NA,NA
2022-09-02,NA,NA,NA,NA,NA,NA
2022-09-03,NA,NA,NA,NA,NA,NA
2022-09-04,NA,NA,NA,NA,NA,NA
2022-09-05,5,NA,NA,NA,NA,NA
2022-09-06,5,NA,NA,NA,NA,NA
2022-09-07,5,NA,NA,NA,NA,NA
2022-09-08,5,NA,NA,NA,NA,NA
2022-09-09,5,NA,NA,NA,NA,NA
2022-09-10,NA,NA,NA,NA,NA,NA
2022-09-11,NA,NA,NA,NA,NA,NA
2022-09-12,5,NA,NA,NA,NA,5
2022-09-13,NA,NA,NA,NA,NA,NA
2022-09-14,5,NA,NA,NA,NA,NA
2022-09-15,7,NA,NA,NA,NA,NA
2022-09-16,7,NA,NA,NA,NA,5
2022-09-17,NA,NA,NA,NA,NA,NA
2022-09-18,NA,NA,NA,NA,NA,NA
2022-09-19,NA,NA,NA,NA,NA,NA
2022-09-20,NA,NA,NA,NA,NA,NA
2022-09-21,8,NA,NA,NA,NA,7
2022-09-22,NA,NA,NA,NA,NA,NA
2022-09-23,8,NA,NA,NA,NA,6
2022-09-24,5,NA,NA,NA,NA,NA
2022-09-25,5,NA,NA,NA,NA,NA
2022-09-26,10,NA,NA,NA,NA,8
2022-09-27,10,NA,NA,NA,NA,8
2022-09-28,6,NA,NA,NA,NA,5
2022-09-29,9,NA,NA,NA,NA,7
2022-09-30,11,NA,NA,NA,NA,9
2022-10-01,5,NA,NA,NA,NA,NA
2022-10-02,8,NA,NA,NA,NA,8
2022-10-03,5,NA,NA,NA,NA,5
2022-10-04,6,NA,NA,NA,NA,5
2022-10-05,8,NA,NA,NA,NA,7
2022-10-06,10,NA,NA,NA,NA,8
2022-10-07,11,NA,NA,NA,NA,8
2022-10-08,8,NA,NA,NA,NA,6
2022-10-09,NA,NA,NA,NA,NA,NA
2022-10-10,8,NA,NA,NA,NA,8
2022-10-11,10,NA,NA,NA,NA,7
2022-10-12,7,NA,NA,NA,NA,5
2022-10-13,9,NA,NA,NA,NA,5
2022-10-14,5,NA,NA,NA,NA,NA
2022-10-15,7,NA,NA,NA,NA,6
2022-10-16,8,NA,NA,NA,NA,6
2022-10-17,10,NA,NA,NA,NA,7
2022-10-18,10,NA,NA,NA,NA,7
2022-10-19,10,NA,NA,NA,NA,5
2022-10-20,7,NA,NA,NA,NA,6
2022-10-21,9,NA,NA,NA,NA,7
2022-10-22,11,NA,NA,NA,5,5
2022-10-23,NA,NA,NA,NA,NA,NA
2022-10-24,9,NA,NA,NA,NA,7
2022-10-25,5,NA,NA,NA,NA,NA
2022-10-26,8,NA,NA,NA,NA,7
2022-10-27,9,NA,NA,NA,NA,7
2022-10-28,12,NA,NA,NA,NA,9
2022-10-29,5,NA,NA,NA,NA,NA
2022-10-30,NA,NA,NA,NA,NA,NA
2022-10-31,8,NA,NA,NA,5,NA
2022-11-01,NA,NA,NA,NA,NA,NA
2022-11-02,6,NA,NA,NA,NA,NA
2022-11-03,10,NA,NA,NA,NA,7
2022-11-04,10,NA,NA,NA,NA,8
2022-11-05,8,NA,NA,NA,NA,5
2022-11-06,11,NA,NA,NA,NA,10
2022-11-07,13,NA,NA,NA,NA,11
2022-11-08,7,NA,NA,NA,NA,5
2022-11-09,10,NA,NA,NA,NA,7
2022-11-10,7,NA,NA,NA,NA,5
2022-11-11,15,NA,NA,NA,NA,11
2022-11-12,10,NA,NA,NA,NA,6
2022-11-13,NA,NA,NA,NA,NA,NA
2022-11-14,13,NA,NA,NA,6,7
2022-11-15,13,NA,NA,NA,5,7
2022-11-16,12,NA,NA,NA,NA,10
2022-11-17,7,NA,NA,NA,NA,5
2022-11-18,9,NA,NA,NA,NA,7
2022-11-19,7,NA,NA,NA,NA,6
2022-11-20,NA,NA,NA,NA,NA,NA
2022-11-21,17,NA,NA,NA,NA,12
2022-11-22,11,NA,NA,NA,NA,10
2022-11-23,5,NA,NA,NA,NA,NA
2022-11-24,5,NA,NA,NA,NA,NA
2022-11-25,15,NA,NA,NA,5,9
2022-11-26,NA,NA,NA,NA,NA,NA
2022-11-27,5,NA,NA,NA,NA,5
2022-11-28,6,NA,NA,NA,NA,5
2022-11-29,10,NA,NA,NA,NA,6
2022-11-30,6,NA,NA,NA,NA,6
2022-12-01,9,NA,NA,NA,NA,7
2022-12-02,14,NA,NA,NA,NA,10
2022-12-03,6,NA,NA,NA,NA,NA
2022-12-04,NA,NA,NA,NA,NA,NA
2022-12-05,13,NA,NA,NA,5,7
2022-12-06,5,NA,NA,NA,NA,NA
2022-12-07,9,NA,NA,NA,NA,7
2022-12-08,NA,NA,NA,NA,NA,NA
2022-12-09,12,NA,NA,NA,NA,9
2022-12-10,NA,NA,NA,NA,NA,NA
2022-12-11,8,NA,NA,NA,NA,8
2022-12-12,9,NA,NA,NA,NA,5
2022-12-13,NA,NA,NA,NA,NA,NA
2022-12-14,7,NA,NA,NA,NA,5
2022-12-15,5,NA,NA,NA,NA,NA
2022-12-16,5,NA,NA,NA,NA,NA
2022-12-17,10,NA,NA,NA,NA,8
2022-12-18,NA,NA,NA,NA,NA,NA
2022-12-19,NA,NA,NA,NA,NA,NA
2022-12-20,5,NA,NA,NA,NA,NA
2022-12-21,6,NA,NA,NA,NA,NA
2022-12-22,5,NA,NA,NA,NA,NA
2022-12-23,NA,NA,NA,NA,NA,NA
2022-12-24,NA,NA,NA,NA,NA,NA
2022-12-25,NA,NA,NA,NA,NA,NA
2022-12-26,9,NA,NA,NA,NA,7
2022-12-27,6,NA,NA,NA,NA,NA
2022-12-28,NA,NA,NA,NA,NA,NA
2022-12-29,NA,NA,NA,NA,NA,NA
2022-12-30,6,NA,NA,NA,NA,NA
2022-12-31,NA,NA,NA,NA,NA,NA
2023-01-01,NA,NA,NA,NA,NA,NA
2023-01-02,9,NA,NA,NA,NA,NA
2023-01-03,6,NA,NA,NA,NA,5
2023-01-04,5,NA,NA,NA,NA,NA
2023-01-05,NA,NA,NA,NA,NA,NA
2023-01-06,NA,NA,NA,NA,NA,NA
2023-01-07,NA,NA,NA,NA,NA,NA
2023-01-08,5,NA,NA,NA,NA,NA
2023-01-09,NA,NA,NA,NA,NA,NA
2023-01-10,7,NA,NA,NA,NA,6
2023-01-11,NA,NA,NA,NA,NA,NA
2023-01-12,NA,NA,NA,NA,NA,NA
2023-01-13,NA,NA,NA,NA,NA,NA
2023-01-14,NA,NA,NA,NA,NA,NA
2023-01-15,NA,NA,NA,NA,NA,NA
2023-01-16,NA,NA,NA,NA,NA,NA
2023-01-17,NA,NA,NA,NA,NA,NA
2023-01-18,NA,NA,NA,NA,NA,NA
2023-01-19,NA,NA,NA,NA,NA,NA
2023-01-20,NA,NA,NA,NA,NA,NA
2023-01-21,NA,NA,NA,NA,NA,NA
2023-01-22,NA,NA,NA,NA,NA,NA
2023-01-23,NA,NA,NA,NA,NA,NA
2023-01-24,NA,NA,NA,NA,NA,NA
2023-01-25,NA,NA,NA,NA,NA,NA
2023-01-26,NA,NA,NA,NA,NA,NA
2023-01-27,6,NA,NA,NA,NA,NA
2023-01-28,NA,NA,NA,NA,NA,NA
2023-01-29,NA,NA,NA,NA,NA,NA
2023-01-30,5,NA,NA,NA,NA,NA
2023-01-31,NA,NA,NA,NA,NA,NA
2023-02-01,NA,NA,NA,NA,NA,NA
2023-02-02,NA,NA,NA,NA,NA,NA
2023-02-03,NA,NA,NA,NA,NA,NA
2023-02-04,NA,NA,NA,NA,NA,NA
2023-02-05,NA,NA,NA,NA,NA,NA
2023-02-06,7,NA,NA,NA,NA,6
2023-02-07,NA,NA,NA,NA,NA,NA
2023-02-08,NA,NA,NA,NA,NA,NA
2023-02-09,NA,NA,NA,NA,NA,NA
2023-02-10,NA,NA,NA,NA,NA,NA
2023-02-11,NA,NA,NA,NA,NA,NA
2023-02-12,NA,NA,NA,NA,NA,NA
2023-02-13,NA,NA,NA,NA,NA,NA
2023-02-14,NA,NA,NA,NA,NA,NA
